Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': '"" We \'ll', 'start_token_id': 152, 'end_token_id': 154}
 {'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': '"" We \'ll', 'start_token_id': 152, 'end_token_id': 154}
 {'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': '"" We \'ll', 'start_token_id': 152, 'end_token_id': 154}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}
 {'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[ 9 10]," ""We'll continue to monitor the situation and let the legal process run its course.  ""The Chargers have always been leaders and positive contributors to our community, "" Smith added. ","[{'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Chargers', 'start_token_id': 172, 'end_token_id': 172}
 {'mention': 'community', 'start_token_id': 196, 'end_token_id': 196}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'leaders', 'start_token_id': 176, 'end_token_id': 176}
 {'mention': 'community', 'start_token_id': 196, 'end_token_id': 196}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}
 {'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}
 {'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'contributors', 'start_token_id': 179, 'end_token_id': 179}
 {'mention': 'community', 'start_token_id': 196, 'end_token_id': 196}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}
 {'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}
 {'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'community', 'start_token_id': 182, 'end_token_id': 182}
 {'mention': 'community', 'start_token_id': 196, 'end_token_id': 196}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}
 {'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': 'Smith', 'start_token_id': 185, 'end_token_id': 185}
 {'mention': 'community', 'start_token_id': 196, 'end_token_id': 196}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[10 11]," ""The Chargers have always been leaders and positive contributors to our community, "" Smith added.  ""We take our stature in the community very seriously. ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'community', 'start_token_id': 196, 'end_token_id': 196}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[11 12]," ""We take our stature in the community very seriously.  Through the Chargers and the NFL, our players receive one of the most comprehensive education and support programs in sports to help them deal with issues that affect all segments of society. "" ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'community', 'start_token_id': 196, 'end_token_id': 196}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[11 12]," ""We take our stature in the community very seriously.  Through the Chargers and the NFL, our players receive one of the most comprehensive education and support programs in sports to help them deal with issues that affect all segments of society. "" ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'Chargers', 'start_token_id': 203, 'end_token_id': 203}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[11 12]," ""We take our stature in the community very seriously.  Through the Chargers and the NFL, our players receive one of the most comprehensive education and support programs in sports to help them deal with issues that affect all segments of society. "" ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'NFL', 'start_token_id': 206, 'end_token_id': 206}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[11 12]," ""We take our stature in the community very seriously.  Through the Chargers and the NFL, our players receive one of the most comprehensive education and support programs in sports to help them deal with issues that affect all segments of society. "" ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'players', 'start_token_id': 209, 'end_token_id': 209}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[11 12]," ""We take our stature in the community very seriously.  Through the Chargers and the NFL, our players receive one of the most comprehensive education and support programs in sports to help them deal with issues that affect all segments of society. "" ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'education', 'start_token_id': 216, 'end_token_id': 216}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[11 12]," ""We take our stature in the community very seriously.  Through the Chargers and the NFL, our players receive one of the most comprehensive education and support programs in sports to help them deal with issues that affect all segments of society. "" ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'support programs', 'start_token_id': 218, 'end_token_id': 219}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",35_1ecbplus.xml,[11 12]," ""We take our stature in the community very seriously.  Through the Chargers and the NFL, our players receive one of the most comprehensive education and support programs in sports to help them deal with issues that affect all segments of society. "" ","[{'mention': '"" We', 'start_token_id': 170, 'end_token_id': 190}
 {'mention': 'them', 'start_token_id': 224, 'end_token_id': 224}]",0.0
